Nombre,Subestacion_i,Nodo_i,Subestacion_j,Nodo_j,V_nom[kV],Longitud [km],R[Ohm/km],R[pu],X[Ohm/km],X[pu],C[uF/km],R0[Ohm/km],X0[Ohm/km],C0[uF/km],I_nominal [kA],Carga_maxima [%],Fuera_servicio
lne_7290_7411_1,SPRING 6_115 kV/SPRING 6 0/SPRING 6_115 kV/SPRIN_1/115.000000,SPRING 6 0,SPRING 3_115 kV/SPRING 3 0/SPRING 3_115 kV/SPRIN_1/115.000000,SPRING 3 0,115.000000,1.000000,0.376913,0.002850,2.260153,0.017090,0.046533,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_7291_7295_1,HUMBLE 2_115 kV/HUMBLE 2 0/HUMBLE 2_115 kV/HUMBL_1/115.000000,HUMBLE 2 0,HOUSTON 42_115 kV/HOUSTON 42 0/HOUSTON 42_115 kV/HOUST_1/115.000000,HOUSTON 42 0,115.000000,1.000000,1.108255,0.008380,4.594365,0.034740,0.118338,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_7293_7424_1,SANTA FE 2_115 kV/SANTA FE 2 0/SANTA FE 2_115 kV/SANTA_1/115.000000,SANTA FE 2 0,ALVIN_115 kV/ALVIN 2/ALVIN_115 kV/ALVIN_1/115.000000,ALVIN 2,115.000000,1.000000,0.859625,0.006500,3.827315,0.028940,0.085043,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_7294_7405_1,PORT BOLIVAR_115 kV/PORT BOLIVAR 0/PORT BOLIVAR_115 kV/PORT _1/115.000000,PORT BOLIVAR 0,GALVESTON 2_115 kV/GALVESTON 2 0/GALVESTON 2_115 kV/GALVE_1/115.000000,GALVESTON 2 0,115.000000,1.000000,3.028525,0.022900,18.185699,0.137510,0.374270,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_7296_7427_1,HOUSTON 85_115 kV/HOUSTON 85 0/HOUSTON 85_115 kV/HOUST_1/115.000000,HOUSTON 85 0,HOUSTON 87_115 kV/HOUSTON 87 0/HOUSTON 87_115 kV/HOUST_1/115.000000,HOUSTON 87 0,115.000000,1.000000,0.595125,0.004500,1.454750,0.011000,0.028883,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_7297_7316_1,HOUSTON 50_115 kV/HOUSTON 50 0/HOUSTON 50_115 kV/HOUST_1/115.000000,HOUSTON 50 0,HOUSTON 38_115 kV/HOUSTON 38 0/HOUSTON 38_115 kV/HOUST_1/115.000000,HOUSTON 38 0,115.000000,1.000000,0.521065,0.003940,2.324955,0.017580,0.051748,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_7297_7384_1,HOUSTON 50_115 kV/HOUSTON 50 0/HOUSTON 50_115 kV/HOUST_1/115.000000,HOUSTON 50 0,HOUSTON 44_115 kV/HOUSTON 44 0/HOUSTON 44_115 kV/HOUST_1/115.000000,HOUSTON 44 0,115.000000,1.000000,0.559417,0.004230,2.446625,0.018500,0.056562,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_7298_7362_1,HOUSTON 62_115 kV/HOUSTON 62 0/HOUSTON 62_115 kV/HOUST_1/115.000000,HOUSTON 62 0,HOUSTON 61_115 kV/HOUSTON 61 0/HOUSTON 61_115 kV/HOUST_1/115.000000,HOUSTON 61 0,115.000000,1.000000,1.744377,0.013190,4.261095,0.032220,0.084642,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_7298_7395_1,HOUSTON 62_115 kV/HOUSTON 62 0/HOUSTON 62_115 kV/HOUST_1/115.000000,HOUSTON 62 0,HOUSTON 53_115 kV/HOUSTON 53 0/HOUSTON 53_115 kV/HOUST_1/115.000000,HOUSTON 53 0,115.000000,1.000000,0.447005,0.003380,1.957300,0.014800,0.045129,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_7299_7364_1,EAGLE LAKE_115 kV/EAGLE LAKE 0/EAGLE LAKE_115 kV/EAGLE_1/115.000000,EAGLE LAKE 0,EAST BERNARD_115 kV/EAST BERNARD 0/EAST BERNARD_115 kV/EAST _1/115.000000,EAST BERNARD 0,115.000000,1.000000,1.624030,0.012280,9.272047,0.070110,0.211204,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_7299_7413_1,EAGLE LAKE_115 kV/EAGLE LAKE 0/EAGLE LAKE_115 kV/EAGLE_1/115.000000,EAGLE LAKE 0,WHARTON 2_115 kV/WHARTON 2 0/WHARTON 2_115 kV/WHART_1/115.000000,WHARTON 2 0,115.000000,1.000000,1.929527,0.014590,8.596250,0.065000,0.191146,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_7301_7318_1,WEBSTER_115 kV/WEBSTER 0/WEBSTER_115 kV/WEBST_1/115.000000,WEBSTER 0,HOUSTON 17_115 kV/HOUSTON 17 0/HOUSTON 17_115 kV/HOUST_1/115.000000,HOUSTON 17 0,115.000000,1.000000,1.563195,0.011820,6.834680,0.051680,0.157851,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_7302_7426_1,SWEENY_115 kV/SWEENY 0/SWEENY_115 kV/SWEEN_1/115.000000,SWEENY 0,BRAZORIA_115 kV/BRAZORIA 0/BRAZORIA_115 kV/BRAZO_1/115.000000,BRAZORIA 0,115.000000,1.000000,3.339313,0.025250,8.163792,0.061730,0.162063,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7303_7393_1,BLESSING_115 kV/BLESSING 0/BLESSING_115 kV/BLESS_1/115.000000,BLESSING 0,VAN VLECK_115 kV/VAN VLECK 0/VAN VLECK_115 kV/VAN V_1/115.000000,VAN VLECK 0,115.000000,1.000000,9.648960,0.072960,23.588110,0.178360,0.468339,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_7304_7341_1,WHARTON 1_500 kV/WHARTON 1 0/WHARTON 1_500 kV/WHART_1/500.000000,WHARTON 1 0,KATY 3_500 kV/KATY 3 0/KATY 3_500 kV/KATY _1/500.000000,KATY 3 0,500.000000,1.000000,1.775000,0.000710,21.600000,0.008640,0.608768,0.000000,0.000000,0.000000,2.332495,100.000000,0.000000
lne_7305_7327_1,WHARTON 1_230 kV/WHARTON 1 1/WHARTON 1_230 kV/WHART_1/230.000000,WHARTON 1 1,NEWGULF_230 kV/NEWGULF 0/NEWGULF_230 kV/NEWGU_1/230.000000,NEWGULF 0,230.000000,1.000000,1.163800,0.002200,8.294720,0.015680,0.143360,0.000000,0.000000,0.000000,1.112027,100.000000,0.000000
lne_7306_7413_1,WHARTON 1_115 kV/WHARTON 1 2/WHARTON 1_115 kV/WHART_1/115.000000,WHARTON 1 2,WHARTON 2_115 kV/WHARTON 2 0/WHARTON 2_115 kV/WHART_1/115.000000,WHARTON 2 0,115.000000,1.000000,0.829207,0.006270,5.780648,0.043710,0.143209,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7306_7413_2,WHARTON 1_115 kV/WHARTON 1 2/WHARTON 1_115 kV/WHART_1/115.000000,WHARTON 1 2,WHARTON 2_115 kV/WHARTON 2 0/WHARTON 2_115 kV/WHART_1/115.000000,WHARTON 2 0,115.000000,1.000000,0.829207,0.006270,5.780648,0.043710,0.143209,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7312_7321_1,LAKE JACKSON_230 kV/LAKE JACKSON 0/LAKE JACKSON_230 kV/LAKE _1/230.000000,LAKE JACKSON 0,FREEPORT 1_230 kV/FREEPORT 1 1/FREEPORT 1_230 kV/FREEP_1/230.000000,FREEPORT 1 1,230.000000,1.000000,0.756470,0.001430,7.406000,0.014000,0.135036,0.000000,0.000000,0.000000,1.375600,100.000000,0.000000
lne_7312_7429_1,LAKE JACKSON_230 kV/LAKE JACKSON 0/LAKE JACKSON_230 kV/LAKE _1/230.000000,LAKE JACKSON 0,FREEPORT 2_230 kV/FREEPORT 2 1/FREEPORT 2_230 kV/FREEP_1/230.000000,FREEPORT 2 1,230.000000,1.000000,0.465520,0.000880,4.559980,0.008620,0.083188,0.000000,0.000000,0.000000,1.375600,100.000000,0.000000
lne_7313_7430_1,LAKE JACKSON_115 kV/LAKE JACKSON 1/LAKE JACKSON_115 kV/LAKE _1/115.000000,LAKE JACKSON 1,FREEPORT 2_115 kV/FREEPORT 2 2/FREEPORT 2_115 kV/FREEP_1/115.000000,FREEPORT 2 2,115.000000,1.000000,0.715473,0.005410,4.086525,0.030900,0.093066,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_7314_7340_1,BELLVILLE_115 kV/BELLVILLE 0/BELLVILLE_115 kV/BELLV_1/115.000000,BELLVILLE 0,SEALY_115 kV/SEALY 0/SEALY_115 kV/SEALY_1/115.000000,SEALY 0,115.000000,1.000000,2.533910,0.019160,10.512550,0.079490,0.270573,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_7316_7383_1,HOUSTON 38_115 kV/HOUSTON 38 0/HOUSTON 38_115 kV/HOUST_1/115.000000,HOUSTON 38 0,ROSHARON_115 kV/ROSHARON 0/ROSHARON_115 kV/ROSHA_1/115.000000,ROSHARON 0,115.000000,1.000000,1.609482,0.012170,10.396170,0.078610,0.300860,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7316_7383_2,HOUSTON 38_115 kV/HOUSTON 38 0/HOUSTON 38_115 kV/HOUST_1/115.000000,HOUSTON 38 0,ROSHARON_115 kV/ROSHARON 0/ROSHARON_115 kV/ROSHA_1/115.000000,ROSHARON 0,115.000000,1.000000,1.609482,0.012170,10.396170,0.078610,0.300860,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7317_7424_1,FRIENDSWOOD_115 kV/FRIENDSWOOD 0/FRIENDSWOOD_115 kV/FRIEN_1/115.000000,FRIENDSWOOD 0,ALVIN_115 kV/ALVIN 2/ALVIN_115 kV/ALVIN_1/115.000000,ALVIN 2,115.000000,1.000000,0.604383,0.004570,3.900053,0.029490,0.112923,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7317_7424_2,FRIENDSWOOD_115 kV/FRIENDSWOOD 0/FRIENDSWOOD_115 kV/FRIEN_1/115.000000,FRIENDSWOOD 0,ALVIN_115 kV/ALVIN 2/ALVIN_115 kV/ALVIN_1/115.000000,ALVIN 2,115.000000,1.000000,0.604383,0.004570,3.900053,0.029490,0.112923,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7317_7424_3,FRIENDSWOOD_115 kV/FRIENDSWOOD 0/FRIENDSWOOD_115 kV/FRIEN_1/115.000000,FRIENDSWOOD 0,ALVIN_115 kV/ALVIN 2/ALVIN_115 kV/ALVIN_1/115.000000,ALVIN 2,115.000000,1.000000,0.604383,0.004570,3.900053,0.029490,0.112923,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7317_7424_4,FRIENDSWOOD_115 kV/FRIENDSWOOD 0/FRIENDSWOOD_115 kV/FRIEN_1/115.000000,FRIENDSWOOD 0,ALVIN_115 kV/ALVIN 2/ALVIN_115 kV/ALVIN_1/115.000000,ALVIN 2,115.000000,1.000000,0.604383,0.004570,3.900053,0.029490,0.112923,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7318_7382_1,HOUSTON 17_115 kV/HOUSTON 17 0/HOUSTON 17_115 kV/HOUST_1/115.000000,HOUSTON 17 0,HOUSTON 31_115 kV/HOUSTON 31 0/HOUSTON 31_115 kV/HOUST_1/115.000000,HOUSTON 31 0,115.000000,1.000000,1.206120,0.009120,5.373318,0.040630,0.119542,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_7320_7422_1,FREEPORT 1_500 kV/FREEPORT 1 0/FREEPORT 1_500 kV/FREEP_1/500.000000,FREEPORT 1 0,ALVIN_500 kV/ALVIN 0/ALVIN_500 kV/ALVIN_1/500.000000,ALVIN 0,500.000000,1.000000,1.650000,0.000660,20.150000,0.008060,0.568035,0.000000,0.000000,0.000000,2.332495,100.000000,0.000000
lne_7322_7380_1,FREEPORT 1_115 kV/FREEPORT 1 2/FREEPORT 1_115 kV/FREEP_1/115.000000,FREEPORT 1 2,FREEPORT 3_115 kV/FREEPORT 3 0/FREEPORT 3_115 kV/FREEP_1/115.000000,FREEPORT 3 0,115.000000,1.000000,0.764405,0.005780,3.341957,0.025270,0.077221,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_7328_7339_1,NEWGULF_115 kV/NEWGULF 1/NEWGULF_115 kV/NEWGU_1/115.000000,NEWGULF 1,NEEDVILLE_115 kV/NEEDVILLE 0/NEEDVILLE_115 kV/NEEDV_1/115.000000,NEEDVILLE 0,115.000000,1.000000,1.585678,0.011990,7.063472,0.053410,0.157049,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_7330_7362_1,HOUSTON 60_115 kV/HOUSTON 60 0/HOUSTON 60_115 kV/HOUST_1/115.000000,HOUSTON 60 0,HOUSTON 61_115 kV/HOUSTON 61 0/HOUSTON 61_115 kV/HOUST_1/115.000000,HOUSTON 61 0,115.000000,1.000000,0.950877,0.007190,2.324955,0.017580,0.046132,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_7331_7400_1,PASADENA 1_500 kV/PASADENA 1 0/PASADENA 1_500 kV/PASAD_1/500.000000,PASADENA 1 0,HOUSTON 6_500 kV/HOUSTON 6 0/HOUSTON 6_500 kV/HOUST_1/500.000000,HOUSTON 6 0,500.000000,1.000000,0.200000,0.000080,4.200000,0.001680,0.124279,0.000000,0.000000,0.000000,3.196211,100.000000,0.000000
lne_7332_7401_1,PASADENA 1_230 kV/PASADENA 1 1/PASADENA 1_230 kV/PASAD_1/230.000000,PASADENA 1 1,HOUSTON 6_230 kV/HOUSTON 6 1/HOUSTON 6_230 kV/HOUST_1/230.000000,HOUSTON 6 1,230.000000,1.000000,0.550160,0.001040,5.379930,0.010170,0.098131,0.000000,0.000000,0.000000,1.375600,100.000000,0.000000
lne_7336_7418_1,STAFFORD_115 kV/STAFFORD 0/STAFFORD_115 kV/STAFF_1/115.000000,STAFFORD 0,HOUSTON 65_115 kV/HOUSTON 65 0/HOUSTON 65_115 kV/HOUST_1/115.000000,HOUSTON 65 0,115.000000,1.000000,0.477423,0.003610,3.257318,0.024630,0.084040,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7336_7418_2,STAFFORD_115 kV/STAFFORD 0/STAFFORD_115 kV/STAFF_1/115.000000,STAFFORD 0,HOUSTON 65_115 kV/HOUSTON 65 0/HOUSTON 65_115 kV/HOUST_1/115.000000,HOUSTON 65 0,115.000000,1.000000,0.477423,0.003610,3.257318,0.024630,0.084040,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7338_7345_1,HOUSTON 21_115 kV/HOUSTON 21 0/HOUSTON 21_115 kV/HOUST_1/115.000000,HOUSTON 21 0,HOUSTON 19_115 kV/HOUSTON 19 0/HOUSTON 19_115 kV/HOUST_1/115.000000,HOUSTON 19 0,115.000000,1.000000,0.304175,0.002300,2.118645,0.016020,0.052550,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7338_7345_2,HOUSTON 21_115 kV/HOUSTON 21 0/HOUSTON 21_115 kV/HOUST_1/115.000000,HOUSTON 21 0,HOUSTON 19_115 kV/HOUSTON 19 0/HOUSTON 19_115 kV/HOUST_1/115.000000,HOUSTON 19 0,115.000000,1.000000,0.304175,0.002300,2.118645,0.016020,0.052550,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7342_7409_1,KATY 3_230 kV/KATY 3 1/KATY 3_230 kV/KATY _1/230.000000,KATY 3 1,KATY 2_230 kV/KATY 2 0/KATY 2_230 kV/KATY _1/230.000000,KATY 2 0,230.000000,1.000000,0.296240,0.000560,3.084070,0.005830,0.099585,0.000000,0.000000,0.000000,1.882664,100.000000,0.000000
lne_7342_7409_2,KATY 3_230 kV/KATY 3 1/KATY 3_230 kV/KATY _1/230.000000,KATY 3 1,KATY 2_230 kV/KATY 2 0/KATY 2_230 kV/KATY _1/230.000000,KATY 2 0,230.000000,1.000000,0.296240,0.000560,3.084070,0.005830,0.099585,0.000000,0.000000,0.000000,1.882664,100.000000,0.000000
lne_7344_7404_1,HOUSTON 37_115 kV/HOUSTON 37 0/HOUSTON 37_115 kV/HOUST_1/115.000000,HOUSTON 37 0,HOUSTON 57_115 kV/HOUSTON 57 0/HOUSTON 57_115 kV/HOUST_1/115.000000,HOUSTON 57 0,115.000000,1.000000,1.194218,0.009030,4.952763,0.037450,0.127364,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_7345_7382_1,HOUSTON 19_115 kV/HOUSTON 19 0/HOUSTON 19_115 kV/HOUST_1/115.000000,HOUSTON 19 0,HOUSTON 31_115 kV/HOUSTON 31 0/HOUSTON 31_115 kV/HOUST_1/115.000000,HOUSTON 31 0,115.000000,1.000000,0.580577,0.004390,3.746642,0.028330,0.108510,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7345_7382_2,HOUSTON 19_115 kV/HOUSTON 19 0/HOUSTON 19_115 kV/HOUST_1/115.000000,HOUSTON 19 0,HOUSTON 31_115 kV/HOUSTON 31 0/HOUSTON 31_115 kV/HOUST_1/115.000000,HOUSTON 31 0,115.000000,1.000000,0.580577,0.004390,3.746642,0.028330,0.108510,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7363_7380_1,GALVESTON 3_115 kV/GALVESTON 3 0/GALVESTON 3_115 kV/GALVE_1/115.000000,GALVESTON 3 0,FREEPORT 3_115 kV/FREEPORT 3 0/FREEPORT 3_115 kV/FREEP_1/115.000000,FREEPORT 3 0,115.000000,1.000000,4.263740,0.032240,17.688440,0.133750,0.455301,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_7365_7381_1,HOUSTON 20_115 kV/HOUSTON 20 0/HOUSTON 20_115 kV/HOUST_1/115.000000,HOUSTON 20 0,HOUSTON 15_115 kV/HOUSTON 15 0/HOUSTON 15_115 kV/HOUST_1/115.000000,HOUSTON 15 0,115.000000,1.000000,0.453618,0.003430,1.881917,0.014230,0.048338,0.000000,0.000000,0.000000,1.255109,100.000000,0.000000
lne_7366_7400_1,CHANNELVIEW 1_500 kV/CHANNELVIEW 1 0/CHANNELVIEW 1_500 kV/CHANN_1/500.000000,CHANNELVIEW 1 0,HOUSTON 6_500 kV/HOUSTON 6 0/HOUSTON 6_500 kV/HOUST_1/500.000000,HOUSTON 6 0,500.000000,1.000000,0.350000,0.000140,4.200000,0.001680,0.118645,0.000000,0.000000,0.000000,2.650038,100.000000,0.000000
lne_7385_7404_1,HOUSTON 75_115 kV/HOUSTON 75 0/HOUSTON 75_115 kV/HOUST_1/115.000000,HOUSTON 75 0,HOUSTON 57_115 kV/HOUSTON 57 0/HOUSTON 57_115 kV/HOUST_1/115.000000,HOUSTON 57 0,115.000000,1.000000,0.891365,0.006740,5.086335,0.038460,0.115931,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_7396_7410_1,HOUSTON 91_115 kV/HOUSTON 91 0/HOUSTON 91_115 kV/HOUST_1/115.000000,HOUSTON 91 0,KATY 2_115 kV/KATY 2 1/KATY 2_115 kV/KATY _1/115.000000,KATY 2 1,115.000000,1.000000,0.387493,0.002930,2.502170,0.018920,0.072407,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7396_7410_2,HOUSTON 91_115 kV/HOUSTON 91 0/HOUSTON 91_115 kV/HOUST_1/115.000000,HOUSTON 91 0,KATY 2_115 kV/KATY 2 1/KATY 2_115 kV/KATY _1/115.000000,KATY 2 1,115.000000,1.000000,0.387493,0.002930,2.502170,0.018920,0.072407,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7396_7410_3,HOUSTON 91_115 kV/HOUSTON 91 0/HOUSTON 91_115 kV/HOUST_1/115.000000,HOUSTON 91 0,KATY 2_115 kV/KATY 2 1/KATY 2_115 kV/KATY _1/115.000000,KATY 2 1,115.000000,1.000000,0.387493,0.002930,2.502170,0.018920,0.072407,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7398_7403_1,PASADENA 5_115 kV/PASADENA 5 0/PASADENA 5_115 kV/PASAD_1/115.000000,PASADENA 5 0,PASADENA 4_115 kV/PASADENA 4 0/PASADENA 4_115 kV/PASAD_1/115.000000,PASADENA 4 0,115.000000,1.000000,0.288305,0.002180,1.862080,0.014080,0.053954,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7398_7403_2,PASADENA 5_115 kV/PASADENA 5 0/PASADENA 5_115 kV/PASAD_1/115.000000,PASADENA 5 0,PASADENA 4_115 kV/PASADENA 4 0/PASADENA 4_115 kV/PASAD_1/115.000000,PASADENA 4 0,115.000000,1.000000,0.288305,0.002180,1.862080,0.014080,0.053954,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7399_7417_1,HOUSTON 45_115 kV/HOUSTON 45 0/HOUSTON 45_115 kV/HOUST_1/115.000000,HOUSTON 45 0,HOUSTON 64_115 kV/HOUSTON 64 0/HOUSTON 64_115 kV/HOUST_1/115.000000,HOUSTON 64 0,115.000000,1.000000,0.666540,0.005040,4.639330,0.035080,0.114929,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7399_7417_2,HOUSTON 45_115 kV/HOUSTON 45 0/HOUSTON 45_115 kV/HOUST_1/115.000000,HOUSTON 45 0,HOUSTON 64_115 kV/HOUSTON 64 0/HOUSTON 64_115 kV/HOUST_1/115.000000,HOUSTON 64 0,115.000000,1.000000,0.666540,0.005040,4.639330,0.035080,0.114929,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7401_7409_1,HOUSTON 6_230 kV/HOUSTON 6 1/HOUSTON 6_230 kV/HOUST_1/230.000000,HOUSTON 6 1,KATY 2_230 kV/KATY 2 0/KATY 2_230 kV/KATY _1/230.000000,KATY 2 0,230.000000,1.000000,2.555070,0.004830,24.952930,0.047170,0.455051,0.000000,0.000000,0.000000,1.375600,100.000000,0.000000
lne_7403_7419_1,PASADENA 4_115 kV/PASADENA 4 0/PASADENA 4_115 kV/PASAD_1/115.000000,PASADENA 4 0,LA PORTE_115 kV/LA PORTE 0/LA PORTE_115 kV/LA PO_1/115.000000,LA PORTE 0,115.000000,1.000000,0.666540,0.005040,4.556012,0.034450,0.117536,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7403_7419_2,PASADENA 4_115 kV/PASADENA 4 0/PASADENA 4_115 kV/PASAD_1/115.000000,PASADENA 4 0,LA PORTE_115 kV/LA PORTE 0/LA PORTE_115 kV/LA PO_1/115.000000,LA PORTE 0,115.000000,1.000000,0.666540,0.005040,4.556012,0.034450,0.117536,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7406_7414_1,POINT COMFORT 1_500 kV/POINT COMFORT 1 0/POINT COMFORT 1_500 kV/POINT_1/500.000000,POINT COMFORT 1 0,VICTORIA 1_500 kV/VICTORIA 1 0/VICTORIA 1_500 kV/VICTO_1/500.000000,VICTORIA 1 0,500.000000,1.000000,0.850000,0.000340,10.250000,0.004100,0.291784,0.000000,0.000000,0.000000,2.650038,100.000000,0.000000
lne_7409_7420_1,KATY 2_230 kV/KATY 2 0/KATY 2_230 kV/KATY _1/230.000000,KATY 2 0,MAGNOLIA 1_230 kV/MAGNOLIA 1 0/MAGNOLIA 1_230 kV/MAGNO_1/230.000000,MAGNOLIA 1 0,230.000000,1.000000,2.655580,0.005020,25.942160,0.049040,0.473102,0.000000,0.000000,0.000000,1.375600,100.000000,0.000000
lne_7417_7418_1,HOUSTON 64_115 kV/HOUSTON 64 0/HOUSTON 64_115 kV/HOUST_1/115.000000,HOUSTON 64 0,HOUSTON 65_115 kV/HOUSTON 65 0/HOUSTON 65_115 kV/HOUST_1/115.000000,HOUSTON 65 0,115.000000,1.000000,0.367655,0.002780,2.561682,0.019370,0.063582,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7417_7418_2,HOUSTON 64_115 kV/HOUSTON 64 0/HOUSTON 64_115 kV/HOUST_1/115.000000,HOUSTON 64 0,HOUSTON 65_115 kV/HOUSTON 65 0/HOUSTON 65_115 kV/HOUST_1/115.000000,HOUSTON 65 0,115.000000,1.000000,0.367655,0.002780,2.561682,0.019370,0.063582,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_7432_8003_1,MADISONVILLE_115 kV/MADISONVILLE 0/MADISONVILLE_115 kV/MADIS_1/115.000000,MADISONVILLE 0,CENTERVILLE_115 kV/CENTERVILLE 0/CENTERVILLE_115 kV/CENTE_1/115.000000,CENTERVILLE 0,115.000000,1.000000,3.922535,0.029660,9.589447,0.072510,0.190344,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_7432_8037_1,MADISONVILLE_115 kV/MADISONVILLE 0/MADISONVILLE_115 kV/MADIS_1/115.000000,MADISONVILLE 0,MIDWAY_115 kV/MIDWAY 0/MIDWAY_115 kV/MIDWA_1/115.000000,MIDWAY 0,115.000000,1.000000,1.798600,0.013600,7.866230,0.059480,0.181719,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_7432_8141_1,MADISONVILLE_115 kV/MADISONVILLE 0/MADISONVILLE_115 kV/MADIS_1/115.000000,MADISONVILLE 0,HEARNE_115 kV/HEARNE 0/HEARNE_115 kV/HEARN_1/115.000000,HEARNE 0,115.000000,1.000000,4.590398,0.034710,27.560900,0.208400,0.567221,0.000000,0.000000,0.000000,1.109517,100.000000,0.000000
lne_5011_8084_1,THORNTON_161 kV/THORNTON 0/THORNTON_161 kV/THORN_1/161.000000,THORNTON 0,FRANKLIN_161 kV/FRANKLIN 2/FRANKLIN_161 kV/FRANK_1/161.000000,FRANKLIN 2,161.000000,1.000000,1.412695,0.005450,8.276575,0.031930,0.163222,0.000000,0.000000,0.000000,0.900093,100.000000,0.000000
lne_5049_8126_1,GREENVILLE 1_500 kV/GREENVILLE 1 0/GREENVILLE 1_500 kV/GREEN_1/500.000000,GREENVILLE 1 0,MOUNT PLEASANT 1_500 kV/MOUNT PLEASANT 1 0/MOUNT PLEASANT 1_500 kV/MOUNT_1/500.000000,MOUNT PLEASANT 1 0,500.000000,1.000000,15.000000,0.006000,25.000000,0.010000,0.880657,0.000000,0.000000,0.000000,3.632688,100.000000,0.000000
lne_5059_8148_1,MABANK 2_161 kV/MABANK 2 0/MABANK 2_161 kV/MABAN_1/161.000000,MABANK 2 0,TRINIDAD 1_161 kV/TRINIDAD 1 1/TRINIDAD 1_161 kV/TRINI_1/161.000000,TRINIDAD 1 1,161.000000,1.000000,1.026472,0.003960,7.807405,0.030120,0.161789,0.000000,0.000000,0.000000,1.111668,100.000000,0.000000
lne_5077_8108_1,TERRELL 1_115 kV/TERRELL 1 1/TERRELL 1_115 kV/TERRE_1/115.000000,TERRELL 1 1,WILLS POINT_115 kV/WILLS POINT 0/WILLS POINT_115 kV/WILLS_1/115.000000,WILLS POINT 0,115.000000,1.000000,1.284148,0.009710,7.711497,0.058310,0.158653,0.000000,0.000000,0.000000,0.492003,100.000000,0.000000
lne_5124_8157_1,MARLIN_115 kV/MARLIN 1/MARLIN_115 kV/MARLI_1/115.000000,MARLIN 1,BREMOND_115 kV/BREMOND 2/BREMOND_115 kV/BREMO_1/115.000000,BREMOND 2,115.000000,1.000000,1.661060,0.012560,7.396742,0.055930,0.164470,0.000000,0.000000,0.000000,0.748045,100.000000,0.000000
lne_5358_8155_1,RIESEL 1_500 kV/RIESEL 1 0/RIESEL 1_500 kV/RIESE_1/500.000000,RIESEL 1 0,BREMOND_500 kV/BREMOND 0/BREMOND_500 kV/BREMO_1/500.000000,BREMOND 0,500.000000,1.000000,0.925000,0.000370,18.750000,0.007500,0.555366,0.000000,0.000000,0.000000,3.196211,100.000000,0.000000
